"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10306273,1.542,38.042,7.325,113.662,0.064,474.4,21.832,29.795,1.15,151.492,0.008,22.303,30.343,6.175,-0.471,-0.548,0.056,"POLYGON ((37.999999127999956 1.4999997679999879, 38.083332460999955 1.4999997679999879, 38.083332460999955 1.5833331009999878, 37.999999127999956 1.5833331009999878, 37.999999127999956 1.4999997679999879))"
10306294,1.042,37.208,44.1,98.96,0.446,355.01,17.757,25.91,20.808,124.98,0.169,18.074,27.037,23.292,-0.316,-1.127,0.276,"POLYGON ((37.16666579799994 0.99999976999998808, 37.249999130999939 0.99999976999998808, 37.249999130999939 1.083333102999988, 37.16666579799994 1.083333102999988, 37.16666579799994 0.99999976999998808))"
10306657,3.042,37.875,8.875,124.982,0.071,516.92,22.752,31.709,0.506,162.657,0.002,23.37,31.296,8.369,-0.617,0.413,0.069,"POLYGON ((37.833332461999959 2.9999997619999874, 37.916665794999957 2.9999997619999874, 37.916665794999957 3.0833330949999875, 37.833332461999959 3.0833330949999875, 37.833332461999959 2.9999997619999874))"
10306827,3.625,36.875,13.15,122.068,0.108,529.54,23.118,32.185,5.955,165.147,0.038,23.311,32.023,7.195,-0.194,0.162,0.069,"POLYGON ((36.833332465999945 3.583333092999986, 36.916665798999944 3.583333092999986, 36.916665798999944 3.6666664259999862, 36.833332465999945 3.6666664259999862, 36.833332465999945 3.583333092999986))"
10306833,2.542,38.708,0,128.235,0,513.59,22.676,31.563,3.495,157.505,0.021,23.501,31.254,-3.495,-0.825,0.31,-0.021,"POLYGON ((38.666665791999947 2.4999997639999876, 38.749999124999945 2.4999997639999876, 38.749999124999945 2.5833330969999877, 38.666665791999947 2.5833330969999877, 38.666665791999947 2.4999997639999876))"
10306950,2.625,39.292,5.65,131.336,0.043,516.005,22.633,31.768,10.61,155.83,0.074,23.598,31.486,-4.96,-0.965,0.282,-0.031,"POLYGON ((39.249999122999952 2.5833330969999864, 39.333332455999951 2.5833330969999864, 39.333332455999951 2.6666664299999865, 39.249999122999952 2.6666664299999865, 39.249999122999952 2.5833330969999864))"
10306956,1.458,39.375,0,127.456,0,524.195,23.371,31.575,0.615,156.959,0.004,23.964,32.006,-0.615,-0.592,-0.431,-0.004,"POLYGON ((39.333332455999965 1.4166664349999891, 39.416665788999964 1.4166664349999891, 39.416665788999964 1.499999767999989, 39.333332455999965 1.499999767999989, 39.333332455999965 1.4166664349999891))"
10306974,1.125,39.625,0,127.121,0,527.85,23.636,31.554,1.782,157.218,0.012,24.052,32.165,-1.782,-0.416,-0.611,-0.012,"POLYGON ((39.583332454999947 1.0833331029999869, 39.666665787999946 1.0833331029999869, 39.666665787999946 1.1666664359999868, 39.583332454999947 1.1666664359999868, 39.583332454999947 1.0833331029999869))"
10306975,1.375,38.375,3.025,117.334,0.026,501.67,22.875,30.57,0.758,154.044,0.005,23.299,31.236,2.267,-0.425,-0.666,0.02,"POLYGON ((38.333332459999951 1.3333331019999903, 38.41666579299995 1.3333331019999903, 38.41666579299995 1.4166664349999902, 38.333332459999951 1.4166664349999902, 38.333332459999951 1.3333331019999903))"
10307278,0.875,37.792,12.375,100.832,0.123,363.185,18.141,26.072,1.883,132.007,0.015,18.455,27.222,10.492,-0.314,-1.15,0.108,"POLYGON ((37.749999128999946 0.8333331039999905, 37.833332461999944 0.8333331039999905, 37.833332461999944 0.91666643699999051, 37.749999128999946 0.91666643699999051, 37.749999128999946 0.8333331039999905))"
10307356,3.125,38.708,0.55,130.069,0.004,499.87,22.008,31.317,4.83,156.395,0.032,22.866,30.724,-4.28,-0.858,0.592,-0.028,"POLYGON ((38.666665791999947 3.0833330949999862, 38.749999124999945 3.0833330949999862, 38.749999124999945 3.1666664279999863, 38.666665791999947 3.1666664279999863, 38.666665791999947 3.0833330949999862))"
10307408,1.792,39.958,3.424,131.602,0.026,538.085,23.592,32.281,5.22,161.012,0.031,24.443,32.562,-1.796,-0.851,-0.282,-0.005,"POLYGON ((39.916665786999943 1.7499997669999843, 39.999999119999941 1.7499997669999843, 39.999999119999941 1.8333330999999842, 39.916665786999943 1.8333330999999842, 39.916665786999943 1.7499997669999843))"
10307532,3.292,38.708,0.5,130.936,0.004,501.9,22.052,31.408,5.656,153.489,0.038,22.897,30.767,-5.156,-0.845,0.641,-0.034,"POLYGON ((38.666665791999947 3.2499997609999838, 38.749999124999945 3.2499997609999838, 38.749999124999945 3.3333330939999839, 38.666665791999947 3.3333330939999839, 38.666665791999947 3.2499997609999838))"
10307561,1.292,38.292,3.75,115.03,0.033,489.935,22.508,30.154,0.853,151.994,0.006,22.899,30.909,2.897,-0.391,-0.755,0.026,"POLYGON ((38.249999126999938 1.2499997689999844, 38.333332459999937 1.2499997689999844, 38.333332459999937 1.3333331019999843, 38.249999126999938 1.3333331019999843, 38.249999126999938 1.2499997689999844))"
10307562,1.292,38.708,0,120.821,0,511.38,23.191,30.901,0.997,155.479,0.007,23.609,31.563,-0.997,-0.418,-0.662,-0.007,"POLYGON ((38.666665791999947 1.2499997689999844, 38.749999124999945 1.2499997689999844, 38.749999124999945 1.3333331019999843, 38.666665791999947 1.3333331019999843, 38.666665791999947 1.2499997689999844))"
10307735,3.042,37.125,42.15,118.752,0.355,512.58,22.623,31.549,3.147,163.69,0.019,23.025,31.474,39.003,-0.402,0.076,0.336,"POLYGON ((37.083332464999955 2.9999997619999874, 37.166665797999954 2.9999997619999874, 37.166665797999954 3.0833330949999875, 37.083332464999955 3.0833330949999875, 37.083332464999955 2.9999997619999874))"
10308032,1.542,39.375,0,128.002,0,526.91,23.428,31.699,0.51,157.663,0.004,24.063,32.082,-0.51,-0.635,-0.383,-0.004,"POLYGON ((39.333332455999965 1.4999997679999879, 39.416665788999964 1.4999997679999879, 39.416665788999964 1.5833331009999878, 39.333332455999965 1.5833331009999878, 39.333332455999965 1.4999997679999879))"
10308056,1.292,36.542,113.225,98.136,1.154,322.49,16.32,25.159,21.512,123.723,0.172,16.616,26.076,91.713,-0.296,-0.917,0.982,"POLYGON ((36.49999913399995 1.2499997689999844, 36.583332466999948 1.2499997689999844, 36.583332466999948 1.3333331019999843, 36.49999913399995 1.3333331019999843, 36.49999913399995 1.2499997689999844))"
10308077,0.292,39.208,0.1,116.794,0.001,507.015,23.443,30.343,2.232,149.995,0.017,23.299,31.479,-2.132,0.144,-1.136,-0.016,"POLYGON ((39.166665789999939 0.24999977299998477, 39.249999122999938 0.24999977299998477, 39.249999122999938 0.33333310599998478, 39.166665789999939 0.33333310599998478, 39.166665789999939 0.24999977299998477))"
10308154,1.375,36.625,118.9,97.11,1.224,284.115,14.859,24.082,21.702,120.704,0.177,15.225,24.847,97.198,-0.366,-0.765,1.048,"POLYGON ((36.583332466999963 1.3333331019999903, 36.666665799999961 1.3333331019999903, 36.666665799999961 1.4166664349999902, 36.583332466999963 1.4166664349999902, 36.583332466999963 1.3333331019999903))"
10308157,1.042,39.708,0,127.099,0,528.95,23.711,31.553,1.836,157.487,0.013,24.076,32.2,-1.836,-0.365,-0.647,-0.013,"POLYGON ((39.66666578799996 0.99999976999998808, 39.749999120999959 0.99999976999998808, 39.749999120999959 1.083333102999988, 39.66666578799996 1.083333102999988, 39.66666578799996 0.99999976999998808))"
10308691,1.292,39.375,0,126.869,0,528.74,23.636,31.613,0.615,156.627,0.004,24.125,32.163,-0.615,-0.489,-0.549,-0.004,"POLYGON ((39.333332455999965 1.2499997689999844, 39.416665788999964 1.2499997689999844, 39.416665788999964 1.3333331019999843, 39.333332455999965 1.3333331019999843, 39.333332455999965 1.2499997689999844))"
10308711,1.125,37.208,41.5,99.406,0.417,353.96,17.667,25.931,21.451,125.291,0.175,18.009,26.973,20.049,-0.342,-1.042,0.243,"POLYGON ((37.16666579799994 1.0833331029999869, 37.249999130999939 1.0833331029999869, 37.249999130999939 1.1666664359999868, 37.16666579799994 1.1666664359999868, 37.16666579799994 1.0833331029999869))"
10308712,0.875,38.125,4.95,107.066,0.046,443.645,21.082,28.494,1.191,141.377,0.009,21.328,29.655,3.759,-0.246,-1.161,0.037,"POLYGON ((38.083332460999941 0.8333331039999905, 38.16666579399994 0.8333331039999905, 38.16666579399994 0.91666643699999051, 38.083332460999941 0.91666643699999051, 38.083332460999941 0.8333331039999905))"
10309281,3.458,37.375,9.55,124.35,0.077,529.3,23.132,32.155,2.465,166.221,0.013,23.528,31.83,7.085,-0.397,0.325,0.064,"POLYGON ((37.333332463999966 3.4166664269999885, 37.416665796999965 3.4166664269999885, 37.416665796999965 3.4999997599999886, 37.333332463999966 3.4999997599999886, 37.333332463999966 3.4166664269999885))"
10309309,2.292,39.375,0,130.86,0,523.985,23.006,31.926,8.163,156.99,0.055,23.924,31.844,-8.163,-0.918,0.082,-0.055,"POLYGON ((39.333332455999965 2.2499997649999841, 39.416665788999964 2.2499997649999841, 39.416665788999964 2.3333330979999842, 39.333332455999965 2.3333330979999842, 39.333332455999965 2.2499997649999841))"
10309324,1.875,37.792,9.675,114.534,0.084,489.45,22.239,30.391,0.671,155.829,0.005,22.751,30.702,9.004,-0.512,-0.311,0.08,"POLYGON ((37.749999128999946 1.8333330999999902, 37.833332461999944 1.8333330999999902, 37.833332461999944 1.91666643299999, 37.749999128999946 1.91666643299999, 37.749999128999946 1.8333330999999902))"
10309349,0.375,39.125,0.2,116.358,0.002,500.77,23.188,30.183,2.232,149.289,0.017,23.107,31.307,-2.032,0.081,-1.124,-0.016,"POLYGON ((39.083332456999955 0.33333310599999066, 39.166665789999954 0.33333310599999066, 39.166665789999954 0.41666643899999067, 39.083332456999955 0.41666643899999067, 39.083332456999955 0.33333310599999066))"
10309385,0.958,37.708,12.4,102.898,0.121,411.595,19.907,27.532,3.143,132.041,0.027,20.192,28.717,9.257,-0.285,-1.185,0.093,"POLYGON ((37.666665795999961 0.91666643699998929, 37.74999912899996 0.91666643699998929, 37.74999912899996 0.9999997699999893, 37.666665795999961 0.9999997699999893, 37.666665795999961 0.91666643699998929))"
10309390,3.125,37.375,25.475,121.662,0.209,522.39,22.958,31.868,5.815,163.015,0.034,23.415,31.647,19.66,-0.457,0.221,0.175,"POLYGON ((37.333332463999966 3.0833330949999862, 37.416665796999965 3.0833330949999862, 37.416665796999965 3.1666664279999863, 37.333332463999966 3.1666664279999863, 37.333332463999966 3.0833330949999862))"
10309447,2.708,38.125,10.425,124.128,0.084,499.885,22.2,31.125,0.2,162.612,0.001,22.91,30.743,10.225,-0.709,0.383,0.083,"POLYGON ((38.083332460999941 2.6666664299999852, 38.16666579399994 2.6666664299999852, 38.16666579399994 2.7499997629999853, 38.083332460999941 2.7499997629999853, 38.083332460999941 2.6666664299999852))"
10309488,4.208,36.792,9.55,125.353,0.076,523.735,22.831,32.084,5.86,164.157,0.034,22.806,31.688,3.69,0.025,0.396,0.042,"POLYGON ((36.74999913299996 4.1666664239999847, 36.833332465999959 4.1666664239999847, 36.833332465999959 4.2499997569999843, 36.74999913299996 4.2499997569999843, 36.74999913299996 4.1666664239999847))"
10310184,1.542,36.375,97.4,103.281,0.943,422.735,19.921,28.262,25.993,134.307,0.185,20.103,29.179,71.407,-0.182,-0.918,0.758,"POLYGON ((36.333332467999952 1.4999997679999879, 36.416665800999951 1.4999997679999879, 36.416665800999951 1.5833331009999878, 36.333332467999952 1.5833331009999878, 36.333332467999952 1.4999997679999879))"
10310560,2.792,37.875,29.625,123.083,0.241,511.4,22.627,31.466,1.471,162.666,0.007,23.261,31.138,28.154,-0.634,0.328,0.234,"POLYGON ((37.833332461999959 2.7499997629999839, 37.916665794999957 2.7499997629999839, 37.916665794999957 2.8333330959999841, 37.833332461999959 2.8333330959999841, 37.833332461999959 2.7499997629999839))"
10312650,1.958,39.708,0,131.19,0,532.355,23.358,32.132,1.675,160.463,0.011,24.239,32.29,-1.675,-0.881,-0.157,-0.011,"POLYGON ((39.66666578799996 1.916666432999989, 39.749999120999959 1.916666432999989, 39.749999120999959 1.9999997659999889, 39.66666578799996 1.9999997659999889, 39.66666578799996 1.916666432999989))"
10313977,0.792,37.875,6.625,103.194,0.064,421.875,20.373,27.752,1.471,138.121,0.011,20.596,29.065,5.154,-0.223,-1.313,0.053,"POLYGON ((37.833332461999959 0.74999977099998461, 37.916665794999957 0.74999977099998461, 37.916665794999957 0.83333310399998461, 37.833332461999959 0.83333310399998461, 37.833332461999959 0.74999977099998461))"
10314444,1.458,37.792,7.5,109.756,0.068,460.67,21.411,29.3,1.938,148.485,0.014,21.829,30.002,5.562,-0.418,-0.701,0.054,"POLYGON ((37.749999128999946 1.4166664349999891, 37.833332461999944 1.4166664349999891, 37.833332461999944 1.499999767999989, 37.749999128999946 1.499999767999989, 37.749999128999946 1.4166664349999891))"
10319307,2.625,37.958,31.55,121.916,0.259,495.52,22.041,30.948,1.283,163.074,0.008,22.756,30.635,30.267,-0.714,0.313,0.251,"POLYGON ((37.916665794999943 2.5833330969999864, 37.999999127999942 2.5833330969999864, 37.999999127999942 2.6666664299999865, 37.916665794999943 2.6666664299999865, 37.916665794999943 2.5833330969999864))"
10322780,3.292,37.292,32.7,122.42,0.267,526.795,23.079,32.04,2.428,165.596,0.013,23.483,31.806,30.272,-0.404,0.234,0.254,"POLYGON ((37.249999130999953 3.2499997609999838, 37.333332463999952 3.2499997609999838, 37.333332463999952 3.3333330939999839, 37.249999130999953 3.3333330939999839, 37.249999130999953 3.2499997609999838))"
10323384,1.625,40.208,2.328,131.966,0.018,544.795,23.9,32.417,4.142,162.605,0.026,24.681,32.818,-1.814,-0.78,-0.401,-0.008,"POLYGON ((40.166665785999953 1.5833331009999867, 40.249999118999952 1.5833331009999867, 40.249999118999952 1.6666664339999866, 40.166665785999953 1.6666664339999866, 40.166665785999953 1.5833331009999867))"
10327460,2.625,38.958,0.15,129.926,0.001,514.205,22.626,31.654,8.475,156.946,0.058,23.519,31.319,-8.325,-0.892,0.335,-0.057,"POLYGON ((38.916665790999957 2.5833330969999864, 38.999999123999956 2.5833330969999864, 38.999999123999956 2.6666664299999865, 38.916665790999957 2.6666664299999865, 38.916665790999957 2.5833330969999864))"
10328726,3.708,36.542,22.875,118.898,0.192,489.075,21.599,31.006,2.971,165.107,0.018,21.7,30.869,19.904,-0.101,0.137,0.174,"POLYGON ((36.49999913399995 3.6666664259999848, 36.583332466999948 3.6666664259999848, 36.583332466999948 3.7499997589999849, 36.49999913399995 3.7499997589999849, 36.49999913399995 3.6666664259999848))"
10329079,0.792,38.458,1.175,111.612,0.011,479.045,22.362,29.574,0.836,147.993,0.006,22.54,30.716,0.339,-0.177,-1.142,0.004,"POLYGON ((38.416665792999964 0.74999977099998461, 38.499999125999963 0.74999977099998461, 38.499999125999963 0.83333310399998461, 38.416665792999964 0.83333310399998461, 38.416665792999964 0.74999977099998461))"
10332014,0.792,39.458,0.225,124.415,0.002,531.14,24.004,31.405,0.703,155.352,0.005,24.164,32.241,-0.478,-0.16,-0.835,-0.003,"POLYGON ((39.41666578899995 0.74999977099998461, 39.499999121999949 0.74999977099998461, 39.499999121999949 0.83333310399998461, 39.41666578899995 0.83333310399998461, 39.41666578899995 0.74999977099998461))"
10333010,1.458,38.292,6.8,117.086,0.058,501.35,22.834,30.59,0.868,154.231,0.006,23.282,31.196,5.932,-0.449,-0.607,0.052,"POLYGON ((38.249999126999938 1.4166664349999891, 38.333332459999937 1.4166664349999891, 38.333332459999937 1.499999767999989, 38.249999126999938 1.499999767999989, 38.249999126999938 1.4166664349999891))"
10333048,1.375,37.125,37.225,102.987,0.361,409.298,19.519,27.765,11.163,134.732,0.085,19.99,28.693,26.062,-0.471,-0.928,0.276,"POLYGON ((37.083332464999955 1.3333331019999903, 37.166665797999954 1.3333331019999903, 37.166665797999954 1.4166664349999902, 37.083332464999955 1.4166664349999902, 37.083332464999955 1.3333331019999903))"
10489139,2.708,39.625,0.2,132.797,0.002,518.945,22.674,31.923,11.688,143.108,0.081,23.655,31.636,-11.488,-0.982,0.287,-0.079,"POLYGON ((39.583332454999947 2.6666664299999852, 39.666665787999946 2.6666664299999852, 39.666665787999946 2.7499997629999853, 39.583332454999947 2.7499997629999853, 39.583332454999947 2.6666664299999852))"
10489413,-0.042,38.875,3.4,109.337,0.031,490.185,23.087,29.592,0.963,131.995,0.007,22.784,30.953,2.437,0.303,-1.36,0.024,"POLYGON ((38.833332457999944 -0.083333559000010382, 38.916665790999943 -0.083333559000010382, 38.916665790999943 -2.2600001040040674E-07, 38.833332457999944 -2.2600001040040674E-07, 38.833332457999944 -0.083333559000010382))"
10489613,1.542,38.792,0,123.804,0,518.285,23.281,31.272,0.228,142.552,0.002,23.776,31.64,-0.228,-0.495,-0.368,-0.002,"POLYGON ((38.74999912499996 1.4999997679999879, 38.833332457999958 1.4999997679999879, 38.833332457999958 1.5833331009999878, 38.74999912499996 1.5833331009999878, 38.74999912499996 1.4999997679999879))"
10489699,2.708,39.542,0,132.621,0,519.755,22.715,31.936,11.544,142.891,0.08,23.681,31.628,-11.544,-0.966,0.308,-0.08,"POLYGON ((39.499999121999963 2.6666664299999852, 39.583332454999962 2.6666664299999852, 39.583332454999962 2.7499997629999853, 39.499999121999963 2.7499997629999853, 39.499999121999963 2.6666664299999852))"
10490092,0.042,38.542,6.55,105.585,0.062,475.52,22.599,29.102,2.334,125.912,0.02,22.396,30.617,4.216,0.204,-1.515,0.042,"POLYGON ((38.499999125999949 -2.2600001159389649E-07, 38.583332458999948 -2.2600001159389649E-07, 38.583332458999948 0.083333106999988388, 38.499999125999949 0.083333106999988388, 38.499999125999949 -2.2600001159389649E-07))"
10490227,1.292,39.042,0.2,124.526,0.002,524.47,23.576,31.389,0.612,143.123,0.004,23.978,31.913,-0.412,-0.402,-0.524,-0.003,"POLYGON ((38.999999123999942 1.2499997689999844, 39.083332456999941 1.2499997689999844, 39.083332456999941 1.3333331019999843, 38.999999123999942 1.3333331019999843, 38.999999123999942 1.2499997689999844))"
10490368,2.958,39.542,0.2,133.132,0.002,512.955,22.421,31.776,7.402,138.654,0.05,23.417,31.378,-7.202,-0.996,0.398,-0.049,"POLYGON ((39.499999121999963 2.9166664289999886, 39.583332454999962 2.9166664289999886, 39.583332454999962 2.9999997619999887, 39.499999121999963 2.9999997619999887, 39.499999121999963 2.9166664289999886))"
10491126,3.208,40.042,2.95,134.312,0.022,498.177,21.82,31.366,5.499,140.593,0.038,22.906,31.104,-2.549,-1.086,0.262,-0.016,"POLYGON ((39.999999119999956 3.166666427999985, 40.083332452999954 3.166666427999985, 40.083332452999954 3.2499997609999851, 39.999999119999956 3.2499997609999851, 39.999999119999956 3.166666427999985))"
10174723,1.125,38.292,1.475,112.937,0.013,479.225,22.212,29.737,2.354,149.181,0.018,22.54,30.641,-0.879,-0.328,-0.904,-0.004,"POLYGON ((38.249999126999938 1.0833331029999869, 38.333332459999937 1.0833331029999869, 38.333332459999937 1.1666664359999868, 38.249999126999938 1.1666664359999868, 38.249999126999938 1.0833331029999869))"
10175547,0.792,37.458,27.85,98.789,0.282,369.87,18.47,26.188,3.476,126.774,0.028,18.725,27.543,24.374,-0.254,-1.355,0.254,"POLYGON ((37.416665796999951 0.74999977099998461, 37.499999129999949 0.74999977099998461, 37.499999129999949 0.83333310399998461, 37.416665796999951 0.83333310399998461, 37.416665796999951 0.74999977099998461))"
10177145,2.542,39.958,4.625,133.387,0.035,524.551,22.881,32.089,6.969,158.411,0.044,23.951,32.033,-2.344,-1.069,0.056,-0.009,"POLYGON ((39.916665786999943 2.4999997639999876, 39.999999119999941 2.4999997639999876, 39.999999119999941 2.5833330969999877, 39.916665786999943 2.5833330969999877, 39.916665786999943 2.4999997639999876))"
10177288,1.292,38.208,3.75,113.851,0.033,485.835,22.375,30.014,0.589,151.575,0.004,22.761,30.79,3.161,-0.386,-0.777,0.029,"POLYGON ((38.166665793999954 1.2499997689999844, 38.249999126999953 1.2499997689999844, 38.249999126999953 1.3333331019999843, 38.166665793999954 1.3333331019999843, 38.166665793999954 1.2499997689999844))"
10179388,2.458,38.958,0,129.445,0,517.755,22.81,31.707,3.683,157.174,0.026,23.676,31.469,-3.683,-0.866,0.237,-0.026,"POLYGON ((38.916665790999957 2.4166664309999888, 38.999999123999956 2.4166664309999888, 38.999999123999956 2.4999997639999889, 38.916665790999957 2.4999997639999889, 38.916665790999957 2.4166664309999888))"
10180213,1.792,38.958,0.1,126.499,0.001,518.715,23.116,31.465,0,157.245,0,23.796,31.68,0.1,-0.68,-0.215,0.001,"POLYGON ((38.916665790999957 1.7499997669999843, 38.999999123999956 1.7499997669999843, 38.999999123999956 1.8333330999999842, 38.916665790999957 1.8333330999999842, 38.916665790999957 1.7499997669999843))"
10180505,2.292,38.792,0,127.859,0,518.35,22.927,31.63,2.66,156.847,0.018,23.723,31.484,-2.66,-0.796,0.146,-0.018,"POLYGON ((38.74999912499996 2.2499997649999841, 38.833332457999958 2.2499997649999841, 38.833332457999958 2.3333330979999842, 38.74999912499996 2.3333330979999842, 38.74999912499996 2.2499997649999841))"
10180770,1.042,36.875,89.325,93.568,0.955,235.503,13.241,22.421,27.891,113.908,0.247,13.662,23.381,61.434,-0.42,-0.96,0.708,"POLYGON ((36.833332465999945 0.99999976999998808, 36.916665798999944 0.99999976999998808, 36.916665798999944 1.083333102999988, 36.833332465999945 1.083333102999988, 36.833332465999945 0.99999976999998808))"
10181202,3.375,38.958,4.35,132.528,0.033,505.523,22.148,31.553,6.039,148.865,0.041,23.049,30.914,-1.689,-0.902,0.639,-0.008,"POLYGON ((38.916665790999957 3.3333330939999897, 38.999999123999956 3.3333330939999897, 38.999999123999956 3.41666642699999, 38.916665790999957 3.41666642699999, 38.916665790999957 3.3333330939999897))"
10181248,1.708,38.458,0.8,121.425,0.007,511.27,23.019,31.065,0.529,157.039,0.004,23.581,31.402,0.271,-0.562,-0.337,0.003,"POLYGON ((38.416665792999964 1.6666664339999855, 38.499999125999963 1.6666664339999855, 38.499999125999963 1.7499997669999854, 38.416665792999964 1.7499997669999854, 38.416665792999964 1.6666664339999855))"
10185230,0.958,36.458,111.225,96.436,1.153,314.531,16.193,24.776,52.579,120.353,0.446,16.465,25.962,58.646,-0.273,-1.186,0.707,"POLYGON ((36.416665800999965 0.91666643699998929, 36.499999133999964 0.91666643699998929, 36.499999133999964 0.9999997699999893, 36.416665800999965 0.9999997699999893, 36.416665800999965 0.91666643699998929))"
10185626,4.208,37.042,1.475,123.472,0.012,456.79,20.32,30.132,4.978,156.165,0.033,20.463,29.537,-3.503,-0.142,0.595,-0.021,"POLYGON ((36.999999131999942 4.1666664239999847, 37.083332464999941 4.1666664239999847, 37.083332464999941 4.2499997569999843, 36.999999131999942 4.2499997569999843, 36.999999131999942 4.1666664239999847))"
10186011,3.875,36.375,21,122.825,0.171,557.715,24.157,33.034,6.746,172.402,0.036,24.065,32.999,14.254,0.092,0.036,0.135,"POLYGON ((36.333332467999952 3.8333330919999895, 36.416665800999951 3.8333330919999895, 36.416665800999951 3.9166664249999896, 36.333332467999952 3.9166664249999896, 36.333332467999952 3.8333330919999895))"
10186489,0.958,37.625,12.225,102.105,0.12,404.73,19.66,27.322,3.188,131.19,0.028,19.944,28.522,9.037,-0.284,-1.2,0.092,"POLYGON ((37.583332462999948 0.91666643699998929, 37.666665795999947 0.91666643699998929, 37.666665795999947 0.9999997699999893, 37.583332462999948 0.9999997699999893, 37.583332462999948 0.91666643699998929))"
10187617,2.458,39.125,1.1,130.304,0.008,519.75,22.849,31.801,10.412,157.722,0.071,23.75,31.583,-9.312,-0.901,0.218,-0.063,"POLYGON ((39.083332456999955 2.4166664309999888, 39.166665789999954 2.4166664309999888, 39.166665789999954 2.4999997639999889, 39.083332456999955 2.4999997639999889, 39.083332456999955 2.4166664309999888))"
10188901,1.542,38.708,0,122.957,0,516.36,23.232,31.192,0,157.348,0,23.763,31.64,0,-0.531,-0.448,0,"POLYGON ((38.666665791999947 1.4999997679999879, 38.749999124999945 1.4999997679999879, 38.749999124999945 1.5833331009999878, 38.666665791999947 1.5833331009999878, 38.666665791999947 1.4999997679999879))"
10188941,1.042,39.042,0.45,122.425,0.004,518.68,23.507,31.072,1.909,155.192,0.013,23.813,31.848,-1.459,-0.306,-0.777,-0.01,"POLYGON ((38.999999123999942 0.99999976999998808, 39.083332456999941 0.99999976999998808, 39.083332456999941 1.083333102999988, 38.999999123999942 1.083333102999988, 38.999999123999942 0.99999976999998808))"
10189984,3.208,38.375,0,128.896,0,504.115,22.186,31.422,5.072,156.837,0.033,22.945,30.824,-5.072,-0.759,0.598,-0.033,"POLYGON ((38.333332459999951 3.166666427999985, 38.41666579299995 3.166666427999985, 38.41666579299995 3.2499997609999851, 38.333332459999951 3.2499997609999851, 38.333332459999951 3.166666427999985))"
10190482,3.542,37.042,6.45,122.801,0.053,534.535,23.317,32.319,8.208,165.809,0.054,23.582,32.124,-1.758,-0.266,0.195,-0.001,"POLYGON ((36.999999131999942 3.4999997599999872, 37.083332464999941 3.4999997599999872, 37.083332464999941 3.5833330929999874, 36.999999131999942 3.5833330929999874, 36.999999131999942 3.4999997599999872))"
10190501,2.792,39.375,2.025,132.114,0.015,514.2,22.515,31.765,11.196,152.632,0.077,23.513,31.422,-9.171,-0.999,0.343,-0.061,"POLYGON ((39.333332455999965 2.7499997629999839, 39.416665788999964 2.7499997629999839, 39.416665788999964 2.8333330959999841, 39.333332455999965 2.8333330959999841, 39.333332455999965 2.7499997629999839))"
10191577,3.292,37.708,7.075,120.568,0.059,426.955,19.333,29.131,2.302,153.261,0.012,19.974,28.528,4.773,-0.641,0.603,0.046,"POLYGON ((37.666665795999961 3.2499997609999838, 37.74999912899996 3.2499997609999838, 37.74999912899996 3.3333330939999839, 37.666665795999961 3.3333330939999839, 37.666665795999961 3.2499997609999838))"
10192030,1.042,36.792,114.95,94.093,1.222,251.073,13.827,22.905,28.18,115.208,0.247,14.244,23.917,86.77,-0.417,-1.012,0.974,"POLYGON ((36.74999913299996 0.99999976999998808, 36.833332465999959 0.99999976999998808, 36.833332465999959 1.083333102999988, 36.74999913299996 1.083333102999988, 36.74999913299996 0.99999976999998808))"
10193796,2.375,37.042,39.15,112.207,0.349,482.181,21.72,30.403,3.298,153.085,0.022,22.176,30.661,35.852,-0.456,-0.257,0.326,"POLYGON ((36.999999131999942 2.33333309799999, 37.083332464999941 2.33333309799999, 37.083332464999941 2.41666643099999, 36.999999131999942 2.41666643099999, 36.999999131999942 2.33333309799999))"
10194384,2.792,37.292,49.325,118.293,0.417,515.165,22.802,31.543,4.862,161.712,0.031,23.267,31.492,44.463,-0.465,0.05,0.386,"POLYGON ((37.249999130999953 2.7499997629999839, 37.333332463999952 2.7499997629999839, 37.333332463999952 2.8333330959999841, 37.249999130999953 2.8333330959999841, 37.249999130999953 2.7499997629999839))"
10196976,3.042,36.625,16.375,116.893,0.14,525.885,23.121,31.938,5.132,162.333,0.034,23.358,32.152,11.243,-0.237,-0.214,0.106,"POLYGON ((36.583332466999963 2.9999997619999874, 36.666665799999961 2.9999997619999874, 36.666665799999961 3.0833330949999875, 36.583332466999963 3.0833330949999875, 36.583332466999963 2.9999997619999874))"
10201311,2.125,37.375,31.675,112.591,0.281,484.295,21.926,30.341,2.422,155,0.015,22.419,30.605,29.253,-0.492,-0.263,0.267,"POLYGON ((37.333332463999966 2.0833330989999865, 37.416665796999965 2.0833330989999865, 37.416665796999965 2.1666664319999867, 37.333332463999966 2.1666664319999867, 37.333332463999966 2.0833330989999865))"
